# lemma	features	form
# Mined weak-root residue: cells the rules do not reach (doubly-weak
# and hamza-hollow roots). Regenerate with scripts/ara/mine_overrides.py.
استحيا	V;3;FEM;PASS;SBJV;SG	تُسْتَحْيَا
استحيا	V;3;IND;IPFV;MASC;PASS;PL	يُسْتَحْيَوْنَ
استحيا	V;3;IND;IPFV;MASC;PASS;SG	يُسْتَحْيَا
استحيا	V;3;IND;MASC;PASS;PL;PRF;PST	اُسْتُحْيُوا
استحيا	V;3;JUS;MASC;PASS;PL	يُسْتَحْيَوْا
استحيا	V;3;JUS;MASC;PASS;SG	يُسْتَحْيَ
استحيا	V;3;MASC;PASS;PL;SBJV	يُسْتَحْيَوْا
استحيا	V;3;MASC;PASS;SBJV;SG	يُسْتَحْيَا
استضاء	V;1;ACT;IND;PL;PRF;PST	اِسْتَضَأْنَا
استضاء	V;1;ACT;IND;PRF;PST;SG	اِسْتَضَأْتُ
استضاء	V;1;ACT;JUS;PL	نَسْتَضِئْ
استضاء	V;1;ACT;JUS;SG	أَسْتَضِئْ
استضاء	V;2;ACT;FEM;IMP;PL	اِسْتَضِئْنَ
استضاء	V;2;ACT;FEM;IMP;SG	اِسْتَضِيئِي
استضاء	V;2;ACT;FEM;IND;IPFV;PL	تَسْتَضِئْنَ
استضاء	V;2;ACT;FEM;IND;IPFV;SG	تَسْتَضِيئِينَ
استضاء	V;2;ACT;FEM;IND;PL;PRF;PST	اِسْتَضَأْتُنَّ
استضاء	V;2;ACT;FEM;IND;PRF;PST;SG	اِسْتَضَأْتِ
استضاء	V;2;ACT;FEM;JUS;PL	تَسْتَضِئْنَ
استضاء	V;2;ACT;FEM;JUS;SG	تَسْتَضِيئِي
استضاء	V;2;ACT;FEM;PL;SBJV	تَسْتَضِئْنَ
استضاء	V;2;ACT;FEM;SBJV;SG	تَسْتَضِيئِي
استضاء	V;2;ACT;IMP;MASC;SG	اِسْتَضِئْ
استضاء	V;2;ACT;IND;IPFV;MASC;PL	tastaḍīʔūna
استضاء	V;2;ACT;IND;MASC;PL;PRF;PST	اِسْتَضَأْتُمْ
استضاء	V;2;ACT;IND;MASC;PRF;PST;SG	اِسْتَضَأْتَ
استضاء	V;2;ACT;JUS;MASC;SG	تَسْتَضِئْ
استضاء	V;3;ACT;DU;FEM;IND;IPFV	تَسْتَضِيئَانِ
استضاء	V;3;ACT;DU;FEM;JUS	تَسْتَضِيئَا
استضاء	V;3;ACT;DU;FEM;SBJV	تَسْتَضِيئَا
استضاء	V;3;ACT;DU;IND;IPFV;MASC	يَسْتَضِيئَانِ
استضاء	V;3;ACT;DU;JUS;MASC	يَسْتَضِيئَا
استضاء	V;3;ACT;DU;MASC;SBJV	يَسْتَضِيئَا
استضاء	V;3;ACT;FEM;IND;IPFV;PL	يَسْتَضِئْنَ
استضاء	V;3;ACT;FEM;IND;PL;PRF;PST	اِسْتَضَأْنَ
استضاء	V;3;ACT;FEM;JUS;PL	يَسْتَضِئْنَ
استضاء	V;3;ACT;FEM;JUS;SG	تَسْتَضِئْ
استضاء	V;3;ACT;FEM;PL;SBJV	يَسْتَضِئْنَ
استضاء	V;3;ACT;IND;IPFV;MASC;PL	yastaḍīʔūna
استضاء	V;3;ACT;IND;MASC;PL;PRF;PST	istaḍāʔū
استضاء	V;3;ACT;JUS;MASC;SG	يَسْتَضِئْ
استضاء	V;3;JUS;MASC;PASS;SG	يُسْتَضَأْ
استوى	V;1;ACT;IND;IPFV;PL	نَسْتَوِي
استوى	V;1;ACT;IND;IPFV;SG	أَسْتَوِي
استوى	V;1;ACT;IND;PL;PRF;PST	اِسْتَوَيْنَا
استوى	V;1;ACT;IND;PRF;PST;SG	اِسْتَوَيْتُ
استوى	V;1;ACT;JUS;PL	نَسْتَوِ
استوى	V;1;ACT;JUS;SG	أَسْتَوِ
استوى	V;2;ACT;FEM;IMP;PL	اِسْتَوِينَ
استوى	V;2;ACT;FEM;IMP;SG	اِسْتَوِي
استوى	V;2;ACT;FEM;IND;IPFV;PL	تَسْتَوِينَ
استوى	V;2;ACT;FEM;IND;IPFV;SG	تَسْتَوِينَ
استوى	V;2;ACT;FEM;IND;PL;PRF;PST	اِسْتَوَيْتُنَّ
استوى	V;2;ACT;FEM;IND;PRF;PST;SG	اِسْتَوَيْتِ
استوى	V;2;ACT;FEM;JUS;PL	تَسْتَوِينَ
استوى	V;2;ACT;FEM;JUS;SG	تَسْتَوِي
استوى	V;2;ACT;FEM;PL;SBJV	تَسْتَوِينَ
استوى	V;2;ACT;FEM;SBJV;SG	تَسْتَوِي
استوى	V;2;ACT;IMP;MASC;PL	اِسْتَوُوا
استوى	V;2;ACT;IMP;MASC;SG	اِسْتَوِ
استوى	V;2;ACT;IND;IPFV;MASC;PL	تَسْتَوُونَ
استوى	V;2;ACT;IND;IPFV;MASC;SG	تَسْتَوِي
استوى	V;2;ACT;IND;MASC;PL;PRF;PST	اِسْتَوَيْتُمْ
استوى	V;2;ACT;IND;MASC;PRF;PST;SG	اِسْتَوَيْتَ
استوى	V;2;ACT;JUS;MASC;PL	تَسْتَوُوا
استوى	V;2;ACT;JUS;MASC;SG	تَسْتَوِ
استوى	V;2;ACT;MASC;PL;SBJV	تَسْتَوُوا
استوى	V;3;ACT;DU;FEM;IND;PRF;PST	اِسْتَوَتَا
استوى	V;3;ACT;DU;IND;MASC;PRF;PST	اِسْتَوَيَا
استوى	V;3;ACT;FEM;IND;IPFV;PL	يَسْتَوِينَ
استوى	V;3;ACT;FEM;IND;IPFV;SG	تَسْتَوِي
استوى	V;3;ACT;FEM;IND;PL;PRF;PST	اِسْتَوَيْنَ
استوى	V;3;ACT;FEM;IND;PRF;PST;SG	اِسْتَوَتْ
استوى	V;3;ACT;FEM;JUS;PL	يَسْتَوِينَ
استوى	V;3;ACT;FEM;JUS;SG	تَسْتَوِ
استوى	V;3;ACT;FEM;PL;SBJV	يَسْتَوِينَ
استوى	V;3;ACT;IND;IPFV;MASC;PL	يَسْتَوُونَ
استوى	V;3;ACT;IND;IPFV;MASC;SG	يَسْتَوِي
استوى	V;3;ACT;IND;MASC;PL;PRF;PST	اِسْتَوَوْا
استوى	V;3;ACT;IND;MASC;PRF;PST;SG	اِسْتَوَى
استوى	V;3;ACT;JUS;MASC;PL	يَسْتَوُوا
استوى	V;3;ACT;JUS;MASC;SG	يَسْتَوِ
استوى	V;3;ACT;MASC;PL;SBJV	يَسْتَوُوا
استوى	V;3;IND;IPFV;MASC;PASS;SG	يُسْتَوَى
استوى	V;3;JUS;MASC;PASS;SG	يُسْتَوَ
استوى	V;3;MASC;PASS;SBJV;SG	يُسْتَوَى
اشمأز	V;2;ACT;FEM;IMP;PL	اِشْمَأْزِزْنَ
اشمأز	V;2;ACT;FEM;IND;IPFV;PL	تَشْمَأْزِزْنَ
اشمأز	V;2;ACT;FEM;JUS;PL	تَشْمَأْزِزْنَ
اشمأز	V;2;ACT;FEM;PL;SBJV	تَشْمَأْزِزْنَ
اشمأز	V;3;ACT;FEM;IND;IPFV;PL	يَشْمَأْزِزْنَ
اشمأز	V;3;ACT;FEM;JUS;PL	يَشْمَأْزِزْنَ
اشمأز	V;3;ACT;FEM;PL;SBJV	يَشْمَأْزِزْنَ
اطمأن	V;2;ACT;FEM;IMP;PL	اِطْمَأْنِنَّ
اطمأن	V;2;ACT;FEM;IND;IPFV;PL	تَطْمَأْنِنَّ
اطمأن	V;2;ACT;FEM;JUS;PL	تَطْمَأْنِنَّ
اطمأن	V;2;ACT;FEM;PL;SBJV	تَطْمَأْنِنَّ
اطمأن	V;3;ACT;FEM;IND;IPFV;PL	يَطْمَأْنِنَّ
اطمأن	V;3;ACT;FEM;JUS;PL	يَطْمَأْنِنَّ
اطمأن	V;3;ACT;FEM;PL;SBJV	يَطْمَأْنِنَّ
انتوى	V;1;ACT;IND;IPFV;PL	نَنْتَوِي
انتوى	V;1;ACT;IND;IPFV;SG	أَنْتَوِي
انتوى	V;1;ACT;IND;PL;PRF;PST	اِنْتَوَيْنَا
انتوى	V;1;ACT;IND;PRF;PST;SG	اِنْتَوَيْتُ
انتوى	V;1;ACT;JUS;PL	نَنْتَوِ
انتوى	V;1;ACT;JUS;SG	أَنْتَوِ
انتوى	V;1;IND;IPFV;PASS;PL	نُنْتَوَى
انتوى	V;1;IND;IPFV;PASS;SG	أُنْتَوَى
انتوى	V;1;IND;PASS;PL;PRF;PST	اُنْتُوِينَا
انتوى	V;1;IND;PASS;PRF;PST;SG	اُنْتُوِيتُ
انتوى	V;1;JUS;PASS;PL	نُنْتَوَ
انتوى	V;1;JUS;PASS;SG	أُنْتَوَ
انتوى	V;1;PASS;PL;SBJV	نُنْتَوَى
انتوى	V;1;PASS;SBJV;SG	أُنْتَوَى
انتوى	V;2;ACT;FEM;IMP;PL	اِنْتَوِينَ
انتوى	V;2;ACT;FEM;IMP;SG	اِنْتَوِي
انتوى	V;2;ACT;FEM;IND;IPFV;PL	تَنْتَوِينَ
انتوى	V;2;ACT;FEM;IND;IPFV;SG	تَنْتَوِينَ
انتوى	V;2;ACT;FEM;IND;PL;PRF;PST	اِنْتَوَيْتُنَّ
انتوى	V;2;ACT;FEM;IND;PRF;PST;SG	اِنْتَوَيْتِ
انتوى	V;2;ACT;FEM;JUS;PL	تَنْتَوِينَ
انتوى	V;2;ACT;FEM;JUS;SG	تَنْتَوِي
انتوى	V;2;ACT;FEM;PL;SBJV	تَنْتَوِينَ
انتوى	V;2;ACT;FEM;SBJV;SG	تَنْتَوِي
انتوى	V;2;ACT;IMP;MASC;PL	اِنْتَوُوا
انتوى	V;2;ACT;IMP;MASC;SG	اِنْتَوِ
انتوى	V;2;ACT;IND;IPFV;MASC;PL	تَنْتَوُونَ
انتوى	V;2;ACT;IND;IPFV;MASC;SG	تَنْتَوِي
انتوى	V;2;ACT;IND;MASC;PL;PRF;PST	اِنْتَوَيْتُمْ
انتوى	V;2;ACT;IND;MASC;PRF;PST;SG	اِنْتَوَيْتَ
انتوى	V;2;ACT;JUS;MASC;PL	تَنْتَوُوا
انتوى	V;2;ACT;JUS;MASC;SG	تَنْتَوِ
انتوى	V;2;ACT;MASC;PL;SBJV	تَنْتَوُوا
انتوى	V;2;FEM;IND;IPFV;PASS;PL	تُنْتَوَيْنَ
انتوى	V;2;FEM;IND;IPFV;PASS;SG	تُنْتَوَيْنَ
انتوى	V;2;FEM;IND;PASS;PL;PRF;PST	اُنْتُوِيتُنَّ
انتوى	V;2;FEM;IND;PASS;PRF;PST;SG	اُنْتُوِيتِ
انتوى	V;2;FEM;JUS;PASS;PL	تُنْتَوَيْنَ
انتوى	V;2;FEM;JUS;PASS;SG	تُنْتَوَيْ
انتوى	V;2;FEM;PASS;PL;SBJV	تُنْتَوَيْنَ
انتوى	V;2;FEM;PASS;SBJV;SG	تُنْتَوَيْ
انتوى	V;2;IND;IPFV;MASC;PASS;PL	تُنْتَوَوْنَ
انتوى	V;2;IND;IPFV;MASC;PASS;SG	تُنْتَوَى
انتوى	V;2;IND;MASC;PASS;PL;PRF;PST	اُنْتُوِيتُمْ
انتوى	V;2;IND;MASC;PASS;PRF;PST;SG	اُنْتُوِيتَ
انتوى	V;2;JUS;MASC;PASS;PL	تُنْتَوَوْا
انتوى	V;2;JUS;MASC;PASS;SG	تُنْتَوَ
انتوى	V;2;MASC;PASS;PL;SBJV	تُنْتَوَوْا
انتوى	V;2;MASC;PASS;SBJV;SG	تُنْتَوَى
انتوى	V;3;ACT;DU;FEM;IND;PRF;PST	اِنْتَوَتَا
انتوى	V;3;ACT;DU;IND;MASC;PRF;PST	اِنْتَوَيَا
انتوى	V;3;ACT;FEM;IND;IPFV;PL	يَنْتَوِينَ
انتوى	V;3;ACT;FEM;IND;IPFV;SG	تَنْتَوِي
انتوى	V;3;ACT;FEM;IND;PL;PRF;PST	اِنْتَوَيْنَ
انتوى	V;3;ACT;FEM;IND;PRF;PST;SG	اِنْتَوَتْ
انتوى	V;3;ACT;FEM;JUS;PL	يَنْتَوِينَ
انتوى	V;3;ACT;FEM;JUS;SG	تَنْتَوِ
انتوى	V;3;ACT;FEM;PL;SBJV	يَنْتَوِينَ
انتوى	V;3;ACT;IND;IPFV;MASC;PL	يَنْتَوُونَ
انتوى	V;3;ACT;IND;IPFV;MASC;SG	يَنْتَوِي
انتوى	V;3;ACT;IND;MASC;PL;PRF;PST	اِنْتَوَوْا
انتوى	V;3;ACT;IND;MASC;PRF;PST;SG	اِنْتَوَى
انتوى	V;3;ACT;JUS;MASC;PL	يَنْتَوُوا
انتوى	V;3;ACT;JUS;MASC;SG	يَنْتَوِ
انتوى	V;3;ACT;MASC;PL;SBJV	يَنْتَوُوا
انتوى	V;3;DU;FEM;IND;IPFV;PASS	تُنْتَوَيَانِ
انتوى	V;3;DU;FEM;JUS;PASS	تُنْتَوَيَا
انتوى	V;3;DU;FEM;PASS;SBJV	تُنْتَوَيَا
انتوى	V;3;DU;IND;IPFV;MASC;PASS	يُنْتَوَيَانِ
انتوى	V;3;DU;JUS;MASC;PASS	يُنْتَوَيَا
انتوى	V;3;DU;MASC;PASS;SBJV	يُنْتَوَيَا
انتوى	V;3;FEM;IND;IPFV;PASS;PL	يُنْتَوَيْنَ
انتوى	V;3;FEM;IND;IPFV;PASS;SG	تُنْتَوَى
انتوى	V;3;FEM;IND;PASS;PL;PRF;PST	اُنْتُوِينَ
انتوى	V;3;FEM;JUS;PASS;PL	يُنْتَوَيْنَ
انتوى	V;3;FEM;JUS;PASS;SG	تُنْتَوَ
انتوى	V;3;FEM;PASS;PL;SBJV	يُنْتَوَيْنَ
انتوى	V;3;FEM;PASS;SBJV;SG	تُنْتَوَى
انتوى	V;3;IND;IPFV;MASC;PASS;PL	يُنْتَوَوْنَ
انتوى	V;3;IND;IPFV;MASC;PASS;SG	يُنْتَوَى
انتوى	V;3;IND;MASC;PASS;PL;PRF;PST	اُنْتُوُوا
انتوى	V;3;JUS;MASC;PASS;PL	يُنْتَوَوْا
انتوى	V;3;JUS;MASC;PASS;SG	يُنْتَوَ
انتوى	V;3;MASC;PASS;PL;SBJV	يُنْتَوَوْا
انتوى	V;3;MASC;PASS;SBJV;SG	يُنْتَوَى
انزوى	V;1;ACT;IND;IPFV;PL	نَنْزَوِي
انزوى	V;1;ACT;IND;IPFV;SG	أَنْزَوِي
انزوى	V;1;ACT;IND;PL;PRF;PST	اِنْزَوَيْنَا
انزوى	V;1;ACT;IND;PRF;PST;SG	اِنْزَوَيْتُ
انزوى	V;1;ACT;JUS;PL	نَنْزَوِ
انزوى	V;1;ACT;JUS;SG	أَنْزَوِ
انزوى	V;2;ACT;FEM;IMP;PL	اِنْزَوِينَ
انزوى	V;2;ACT;FEM;IMP;SG	اِنْزَوِي
انزوى	V;2;ACT;FEM;IND;IPFV;PL	تَنْزَوِينَ
انزوى	V;2;ACT;FEM;IND;IPFV;SG	تَنْزَوِينَ
انزوى	V;2;ACT;FEM;IND;PL;PRF;PST	اِنْزَوَيْتُنَّ
انزوى	V;2;ACT;FEM;IND;PRF;PST;SG	اِنْزَوَيْتِ
انزوى	V;2;ACT;FEM;JUS;PL	تَنْزَوِينَ
انزوى	V;2;ACT;FEM;JUS;SG	تَنْزَوِي
انزوى	V;2;ACT;FEM;PL;SBJV	تَنْزَوِينَ
انزوى	V;2;ACT;FEM;SBJV;SG	تَنْزَوِي
انزوى	V;2;ACT;IMP;MASC;PL	اِنْزَوُوا
انزوى	V;2;ACT;IMP;MASC;SG	اِنْزَوِ
انزوى	V;2;ACT;IND;IPFV;MASC;PL	تَنْزَوُونَ
انزوى	V;2;ACT;IND;IPFV;MASC;SG	تَنْزَوِي
انزوى	V;2;ACT;IND;MASC;PL;PRF;PST	اِنْزَوَيْتُمْ
انزوى	V;2;ACT;IND;MASC;PRF;PST;SG	اِنْزَوَيْتَ
انزوى	V;2;ACT;JUS;MASC;PL	تَنْزَوُوا
انزوى	V;2;ACT;JUS;MASC;SG	تَنْزَوِ
انزوى	V;2;ACT;MASC;PL;SBJV	تَنْزَوُوا
انزوى	V;3;ACT;DU;FEM;IND;PRF;PST	اِنْزَوَتَا
انزوى	V;3;ACT;DU;IND;MASC;PRF;PST	اِنْزَوَيَا
انزوى	V;3;ACT;FEM;IND;IPFV;PL	يَنْزَوِينَ
انزوى	V;3;ACT;FEM;IND;IPFV;SG	تَنْزَوِي
انزوى	V;3;ACT;FEM;IND;PL;PRF;PST	اِنْزَوَيْنَ
انزوى	V;3;ACT;FEM;IND;PRF;PST;SG	اِنْزَوَتْ
انزوى	V;3;ACT;FEM;JUS;PL	يَنْزَوِينَ
انزوى	V;3;ACT;FEM;JUS;SG	تَنْزَوِ
انزوى	V;3;ACT;FEM;PL;SBJV	يَنْزَوِينَ
انزوى	V;3;ACT;IND;IPFV;MASC;PL	يَنْزَوُونَ
انزوى	V;3;ACT;IND;IPFV;MASC;SG	يَنْزَوِي
انزوى	V;3;ACT;IND;MASC;PL;PRF;PST	اِنْزَوَوْا
انزوى	V;3;ACT;IND;MASC;PRF;PST;SG	اِنْزَوَى
انزوى	V;3;ACT;JUS;MASC;PL	يَنْزَوُوا
انزوى	V;3;ACT;JUS;MASC;SG	يَنْزَوِ
انزوى	V;3;ACT;MASC;PL;SBJV	يَنْزَوُوا
جاء	V;1;ACT;IND;PL;PRF;PST	جِئْنَا
جاء	V;1;ACT;IND;PRF;PST;SG	جِئْتُ
جاء	V;1;ACT;JUS;PL	نَجِئْ
جاء	V;1;ACT;JUS;SG	أَجِئْ
جاء	V;2;ACT;FEM;IMP;PL	جِئْنَ
جاء	V;2;ACT;FEM;IMP;SG	جِيئِي
جاء	V;2;ACT;FEM;IND;IPFV;PL	تَجِئْنَ
جاء	V;2;ACT;FEM;IND;IPFV;SG	تَجِيئِينَ
جاء	V;2;ACT;FEM;IND;PL;PRF;PST	جِئْتُنَّ
جاء	V;2;ACT;FEM;IND;PRF;PST;SG	جِئْتِ
جاء	V;2;ACT;FEM;JUS;PL	تَجِئْنَ
جاء	V;2;ACT;FEM;JUS;SG	تَجِيئِي
جاء	V;2;ACT;FEM;PL;SBJV	تَجِئْنَ
جاء	V;2;ACT;FEM;SBJV;SG	تَجِيئِي
جاء	V;2;ACT;IMP;MASC;SG	جِئْ
جاء	V;2;ACT;IND;IPFV;MASC;PL	tajīʔūna
جاء	V;2;ACT;IND;MASC;PL;PRF;PST	جِئْتُمْ
جاء	V;2;ACT;IND;MASC;PRF;PST;SG	جِئْتَ
جاء	V;2;ACT;JUS;MASC;SG	تَجِئْ
جاء	V;3;ACT;DU;FEM;IND;IPFV	تَجِيئَانِ
جاء	V;3;ACT;DU;FEM;JUS	تَجِيئَا
جاء	V;3;ACT;DU;FEM;SBJV	تَجِيئَا
جاء	V;3;ACT;DU;IND;IPFV;MASC	يَجِيئَانِ
جاء	V;3;ACT;DU;JUS;MASC	يَجِيئَا
جاء	V;3;ACT;DU;MASC;SBJV	يَجِيئَا
جاء	V;3;ACT;FEM;IND;IPFV;PL	يَجِئْنَ
جاء	V;3;ACT;FEM;IND;PL;PRF;PST	جِئْنَ
جاء	V;3;ACT;FEM;JUS;PL	يَجِئْنَ
جاء	V;3;ACT;FEM;JUS;SG	تَجِئْ
جاء	V;3;ACT;FEM;PL;SBJV	يَجِئْنَ
جاء	V;3;ACT;IND;IPFV;MASC;PL	yajīʔūna
جاء	V;3;ACT;IND;MASC;PL;PRF;PST	jāʔū
جاء	V;3;ACT;JUS;MASC;SG	يَجِئْ
جاء	V;3;JUS;MASC;PASS;SG	يُجَأْ
حاق	V;1;IND;PASS;PL;PRF;PST	حُوقِقْنَا
حاق	V;1;IND;PASS;PRF;PST;SG	حُوقِقْتُ
حاق	V;2;FEM;IND;PASS;PL;PRF;PST	حُوقِقْتُنَّ
حاق	V;2;FEM;IND;PASS;PRF;PST;SG	حُوقِقْتِ
حاق	V;2;IND;MASC;PASS;PL;PRF;PST	حُوقِقْتُمْ
حاق	V;2;IND;MASC;PASS;PRF;PST;SG	حُوقِقْتَ
حاق	V;3;FEM;IND;PASS;PL;PRF;PST	حُوقِقْنَ
حنى	V;1;ACT;IND;PL;PRF;PST	حَنَيْنَا
حنى	V;1;ACT;IND;PRF;PST;SG	حَنَيْتُ
حنى	V;2;ACT;FEM;IND;PL;PRF;PST	حَنَيْتُنَّ
حنى	V;2;ACT;FEM;IND;PRF;PST;SG	حَنَيْتِ
حنى	V;2;ACT;IND;MASC;PL;PRF;PST	حَنَيْتُمْ
حنى	V;2;ACT;IND;MASC;PRF;PST;SG	حَنَيْتَ
حنى	V;3;ACT;DU;IND;MASC;PRF;PST	حَنَيَا
حنى	V;3;ACT;FEM;IND;PL;PRF;PST	حَنَيْنَ
حوى	V;1;ACT;IND;IPFV;PL	نَحْوِي
حوى	V;1;ACT;IND;IPFV;SG	أَحْوِي
حوى	V;1;ACT;IND;PL;PRF;PST	حَوَيْنَا
حوى	V;1;ACT;IND;PRF;PST;SG	حَوَيْتُ
حوى	V;1;ACT;JUS;PL	نَحْوِ
حوى	V;1;ACT;JUS;SG	أَحْوِ
حوى	V;1;IND;IPFV;PASS;PL	نُحْوَى
حوى	V;1;IND;IPFV;PASS;SG	أُحْوَى
حوى	V;1;IND;PASS;PL;PRF;PST	حُوِينَا
حوى	V;1;IND;PASS;PRF;PST;SG	حُوِيتُ
حوى	V;1;JUS;PASS;PL	نُحْوَ
حوى	V;1;JUS;PASS;SG	أُحْوَ
حوى	V;1;PASS;PL;SBJV	نُحْوَى
حوى	V;1;PASS;SBJV;SG	أُحْوَى
حوى	V;2;ACT;FEM;IMP;PL	اِحْوِينَ
حوى	V;2;ACT;FEM;IMP;SG	اِحْوِي
حوى	V;2;ACT;FEM;IND;IPFV;PL	تَحْوِينَ
حوى	V;2;ACT;FEM;IND;IPFV;SG	تَحْوِينَ
حوى	V;2;ACT;FEM;IND;PL;PRF;PST	حَوَيْتُنَّ
حوى	V;2;ACT;FEM;IND;PRF;PST;SG	حَوَيْتِ
حوى	V;2;ACT;FEM;JUS;PL	تَحْوِينَ
حوى	V;2;ACT;FEM;JUS;SG	تَحْوِي
حوى	V;2;ACT;FEM;PL;SBJV	تَحْوِينَ
حوى	V;2;ACT;FEM;SBJV;SG	تَحْوِي
حوى	V;2;ACT;IMP;MASC;PL	اِحْوُوا
حوى	V;2;ACT;IMP;MASC;SG	اِحْوِ
حوى	V;2;ACT;IND;IPFV;MASC;PL	تَحْوُونَ
حوى	V;2;ACT;IND;IPFV;MASC;SG	تَحْوِي
حوى	V;2;ACT;IND;MASC;PL;PRF;PST	حَوَيْتُمْ
حوى	V;2;ACT;IND;MASC;PRF;PST;SG	حَوَيْتَ
حوى	V;2;ACT;JUS;MASC;PL	تَحْوُوا
حوى	V;2;ACT;JUS;MASC;SG	تَحْوِ
حوى	V;2;ACT;MASC;PL;SBJV	تَحْوُوا
حوى	V;2;FEM;IND;IPFV;PASS;PL	تُحْوَيْنَ
حوى	V;2;FEM;IND;IPFV;PASS;SG	تُحْوَيْنَ
حوى	V;2;FEM;IND;PASS;PL;PRF;PST	حُوِيتُنَّ
حوى	V;2;FEM;IND;PASS;PRF;PST;SG	حُوِيتِ
حوى	V;2;FEM;JUS;PASS;PL	تُحْوَيْنَ
حوى	V;2;FEM;JUS;PASS;SG	تُحْوَيْ
حوى	V;2;FEM;PASS;PL;SBJV	تُحْوَيْنَ
حوى	V;2;FEM;PASS;SBJV;SG	تُحْوَيْ
حوى	V;2;IND;IPFV;MASC;PASS;PL	تُحْوَوْنَ
حوى	V;2;IND;IPFV;MASC;PASS;SG	تُحْوَى
حوى	V;2;IND;MASC;PASS;PL;PRF;PST	حُوِيتُمْ
حوى	V;2;IND;MASC;PASS;PRF;PST;SG	حُوِيتَ
حوى	V;2;JUS;MASC;PASS;PL	تُحْوَوْا
حوى	V;2;JUS;MASC;PASS;SG	تُحْوَ
حوى	V;2;MASC;PASS;PL;SBJV	تُحْوَوْا
حوى	V;2;MASC;PASS;SBJV;SG	تُحْوَى
حوى	V;3;ACT;DU;FEM;IND;PRF;PST	حَوَتَا
حوى	V;3;ACT;DU;IND;MASC;PRF;PST	حَوَيَا
حوى	V;3;ACT;FEM;IND;IPFV;PL	يَحْوِينَ
حوى	V;3;ACT;FEM;IND;IPFV;SG	تَحْوِي
حوى	V;3;ACT;FEM;IND;PL;PRF;PST	حَوَيْنَ
حوى	V;3;ACT;FEM;IND;PRF;PST;SG	حَوَتْ
حوى	V;3;ACT;FEM;JUS;PL	يَحْوِينَ
حوى	V;3;ACT;FEM;JUS;SG	تَحْوِ
حوى	V;3;ACT;FEM;PL;SBJV	يَحْوِينَ
حوى	V;3;ACT;IND;IPFV;MASC;PL	يَحْوُونَ
حوى	V;3;ACT;IND;IPFV;MASC;SG	يَحْوِي
حوى	V;3;ACT;IND;MASC;PL;PRF;PST	حَوَوْا
حوى	V;3;ACT;IND;MASC;PRF;PST;SG	حَوَى
حوى	V;3;ACT;JUS;MASC;PL	يَحْوُوا
حوى	V;3;ACT;JUS;MASC;SG	يَحْوِ
حوى	V;3;ACT;MASC;PL;SBJV	يَحْوُوا
حوى	V;3;DU;FEM;IND;IPFV;PASS	تُحْوَيَانِ
حوى	V;3;DU;FEM;JUS;PASS	تُحْوَيَا
حوى	V;3;DU;FEM;PASS;SBJV	تُحْوَيَا
حوى	V;3;DU;IND;IPFV;MASC;PASS	يُحْوَيَانِ
حوى	V;3;DU;JUS;MASC;PASS	يُحْوَيَا
حوى	V;3;DU;MASC;PASS;SBJV	يُحْوَيَا
حوى	V;3;FEM;IND;IPFV;PASS;PL	يُحْوَيْنَ
حوى	V;3;FEM;IND;IPFV;PASS;SG	تُحْوَى
حوى	V;3;FEM;IND;PASS;PL;PRF;PST	حُوِينَ
حوى	V;3;FEM;JUS;PASS;PL	يُحْوَيْنَ
حوى	V;3;FEM;JUS;PASS;SG	تُحْوَ
حوى	V;3;FEM;PASS;PL;SBJV	يُحْوَيْنَ
حوى	V;3;FEM;PASS;SBJV;SG	تُحْوَى
حوى	V;3;IND;IPFV;MASC;PASS;PL	يُحْوَوْنَ
حوى	V;3;IND;IPFV;MASC;PASS;SG	يُحْوَى
حوى	V;3;IND;MASC;PASS;PL;PRF;PST	حُوُوا
حوى	V;3;JUS;MASC;PASS;PL	يُحْوَوْا
حوى	V;3;JUS;MASC;PASS;SG	يُحْوَ
حوى	V;3;MASC;PASS;PL;SBJV	يُحْوَوْا
حوى	V;3;MASC;PASS;SBJV;SG	يُحْوَى
حيا	V;1;ACT;IND;IPFV;PL	نُحَيِّي
حيا	V;1;ACT;IND;IPFV;SG	أُحَيِّي
حيا	V;1;ACT;IND;PL;PRF;PST	حَيَّيْنَا
حيا	V;1;ACT;IND;PRF;PST;SG	حَيَّيْتُ
حيا	V;1;ACT;JUS;PL	نُحَيِّ
حيا	V;1;ACT;JUS;SG	أُحَيِّ
حيا	V;1;IND;IPFV;PASS;PL	نُحَيَّا
حيا	V;1;IND;IPFV;PASS;SG	أُحَيَّا
حيا	V;1;IND;PASS;PL;PRF;PST	حُيِّينَا
حيا	V;1;IND;PASS;PRF;PST;SG	حُيِّيتُ
حيا	V;1;JUS;PASS;PL	نُحَيَّ
حيا	V;1;JUS;PASS;SG	أُحَيَّ
حيا	V;1;PASS;PL;SBJV	نُحَيَّا
حيا	V;1;PASS;SBJV;SG	أُحَيَّا
حيا	V;2;ACT;FEM;IMP;PL	حَيِّينَ
حيا	V;2;ACT;FEM;IMP;SG	حَيِّي
حيا	V;2;ACT;FEM;IND;IPFV;PL	تُحَيِّينَ
حيا	V;2;ACT;FEM;IND;IPFV;SG	تُحَيِّينَ
حيا	V;2;ACT;FEM;IND;PL;PRF;PST	حَيَّيْتُنَّ
حيا	V;2;ACT;FEM;IND;PRF;PST;SG	حَيَّيْتِ
