# Oracle disagreements for Hindi (kaikki ∩ UniMorph).
#
# Every row here is one systematic UniMorph hin defect: for a subset
# of lemmas it forms the perfective participle and the vowel-initial
# subjunctive/imperative endings with an independent vowel spliced
# onto the consonant stem (बनऊं, बनया, बनइए) instead of the matra the
# grammar requires (बनूं, बना, बनिए). kaikki.org spells them
# correctly, so every disagreement is ruled o1 (first oracle = kaikki).
# The engine follows kaikki.
#
# lemma	features	resolution	o1(kaikki)	o2(unimorph)
आदर करना	V;2;SG;PRF;SBJV;FEM	o1	आदर की हो	आदर किई हो
आदर करना	V;3;PL;PRF;LGSPEC3;FEM	o1	आदर की होंगी	आदर किई होंगी
आदर करना	V;3;PL;PRF;LGSPEC4;FEM	o1	आदर की होती	आदर किई होती
आदर करना	V;3;PL;PRF;PRS;FEM	o1	आदर की हैं	आदर किई हैं
आदर करना	V;3;PL;PRF;PST;FEM	o1	आदर की थी	आदर किई थी
आदर करना	V;3;PL;PRF;SBJV;FEM	o1	आदर की हों	आदर किई हों
आदर करना	V;3;SG;PRF;LGSPEC3;FEM	o1	आदर की होगी	आदर किई होगी
आदर करना	V;3;SG;PRF;LGSPEC4;FEM	o1	आदर की होती	आदर किई होती
आदर करना	V;3;SG;PRF;PRS;FEM	o1	आदर की है	आदर किई है
आदर करना	V;3;SG;PRF;PST;FEM	o1	आदर की थी	आदर किई थी
आदर करना	V;3;SG;PRF;SBJV;FEM	o1	आदर की हो	आदर किई हो
आरम्भ करना	V;1;PL;PRF;LGSPEC3;FEM	o1	आरम्भ की होंगी	आरम्भ किई होंगी
आरम्भ करना	V;1;PL;PRF;LGSPEC4;FEM	o1	आरम्भ की होती	आरम्भ किई होती
आरम्भ करना	V;1;PL;PRF;PRS;FEM	o1	आरम्भ की हैं	आरम्भ किई हैं
आरम्भ करना	V;1;PL;PRF;PST;FEM	o1	आरम्भ की थी	आरम्भ किई थी
आरम्भ करना	V;1;PL;PRF;SBJV;FEM	o1	आरम्भ की हों	आरम्भ किई हों
आरम्भ करना	V;1;SG;PRF;LGSPEC3;FEM	o1	आरम्भ की हूंगी	आरम्भ किई हूंगी
आरम्भ करना	V;1;SG;PRF;LGSPEC4;FEM	o1	आरम्भ की होती	आरम्भ किई होती
आरम्भ करना	V;1;SG;PRF;PRS;FEM	o1	आरम्भ की हूं	आरम्भ किई हूं
आरम्भ करना	V;1;SG;PRF;PST;FEM	o1	आरम्भ की थी	आरम्भ किई थी
आरम्भ करना	V;1;SG;PRF;SBJV;FEM	o1	आरम्भ की हूं	आरम्भ किई हूं
आरम्भ करना	V;2;PL;PRF;LGSPEC3;FEM	o1	आरम्भ की होगी	आरम्भ किई होगी
आरम्भ करना	V;2;PL;PRF;PRS;FEM	o1	आरम्भ की हो	आरम्भ किई हो
आरम्भ करना	V;2;PL;PRF;SBJV;FEM	o1	आरम्भ की हो	आरम्भ किई हो
आरम्भ करना	V;2;SG;PRF;LGSPEC3;FEM	o1	आरम्भ की होगी	आरम्भ किई होगी
आरम्भ करना	V;2;SG;PRF;LGSPEC4;FEM	o1	आरम्भ की होती	आरम्भ किई होती
आरम्भ करना	V;2;SG;PRF;PRS;FEM	o1	आरम्भ की है	आरम्भ किई है
आरम्भ करना	V;2;SG;PRF;PST;FEM	o1	आरम्भ की थी	आरम्भ किई थी
आरम्भ करना	V;2;SG;PRF;SBJV;FEM	o1	आरम्भ की हो	आरम्भ किई हो
आरम्भ करना	V;3;PL;PRF;LGSPEC3;FEM	o1	आरम्भ की होंगी	आरम्भ किई होंगी
आरम्भ करना	V;3;PL;PRF;LGSPEC4;FEM	o1	आरम्भ की होती	आरम्भ किई होती
आरम्भ करना	V;3;PL;PRF;PRS;FEM	o1	आरम्भ की हैं	आरम्भ किई हैं
आरम्भ करना	V;3;PL;PRF;PST;FEM	o1	आरम्भ की थी	आरम्भ किई थी
आरम्भ करना	V;3;PL;PRF;SBJV;FEM	o1	आरम्भ की हों	आरम्भ किई हों
आरम्भ करना	V;3;SG;PRF;LGSPEC3;FEM	o1	आरम्भ की होगी	आरम्भ किई होगी
आरम्भ करना	V;3;SG;PRF;LGSPEC4;FEM	o1	आरम्भ की होती	आरम्भ किई होती
आरम्भ करना	V;3;SG;PRF;PRS;FEM	o1	आरम्भ की है	आरम्भ किई है
आरम्भ करना	V;3;SG;PRF;PST;FEM	o1	आरम्भ की थी	आरम्भ किई थी
आरम्भ करना	V;3;SG;PRF;SBJV;FEM	o1	आरम्भ की हो	आरम्भ किई हो
आराम करना	V;1;PL;PRF;LGSPEC3;FEM	o1	आराम की होंगी	आराम किई होंगी
आराम करना	V;1;PL;PRF;LGSPEC4;FEM	o1	आराम की होती	आराम किई होती
आराम करना	V;1;PL;PRF;PRS;FEM	o1	आराम की हैं	आराम किई हैं
आराम करना	V;1;PL;PRF;PST;FEM	o1	आराम की थी	आराम किई थी
आराम करना	V;1;PL;PRF;SBJV;FEM	o1	आराम की हों	आराम किई हों
आराम करना	V;1;SG;PRF;LGSPEC3;FEM	o1	आराम की हूंगी	आराम किई हूंगी
आराम करना	V;1;SG;PRF;LGSPEC4;FEM	o1	आराम की होती	आराम किई होती
आराम करना	V;1;SG;PRF;PRS;FEM	o1	आराम की हूं	आराम किई हूं
आराम करना	V;1;SG;PRF;PST;FEM	o1	आराम की थी	आराम किई थी
आराम करना	V;1;SG;PRF;SBJV;FEM	o1	आराम की हूं	आराम किई हूं
आराम करना	V;2;PL;PRF;LGSPEC3;FEM	o1	आराम की होगी	आराम किई होगी
आराम करना	V;2;PL;PRF;PRS;FEM	o1	आराम की हो	आराम किई हो
आराम करना	V;2;PL;PRF;SBJV;FEM	o1	आराम की हो	आराम किई हो
आराम करना	V;2;SG;PRF;LGSPEC3;FEM	o1	आराम की होगी	आराम किई होगी
आराम करना	V;2;SG;PRF;LGSPEC4;FEM	o1	आराम की होती	आराम किई होती
आराम करना	V;2;SG;PRF;PRS;FEM	o1	आराम की है	आराम किई है
आराम करना	V;2;SG;PRF;PST;FEM	o1	आराम की थी	आराम किई थी
आराम करना	V;2;SG;PRF;SBJV;FEM	o1	आराम की हो	आराम किई हो
आराम करना	V;3;PL;PRF;LGSPEC3;FEM	o1	आराम की होंगी	आराम किई होंगी
आराम करना	V;3;PL;PRF;LGSPEC4;FEM	o1	आराम की होती	आराम किई होती
आराम करना	V;3;PL;PRF;PRS;FEM	o1	आराम की हैं	आराम किई हैं
आराम करना	V;3;PL;PRF;PST;FEM	o1	आराम की थी	आराम किई थी
आराम करना	V;3;PL;PRF;SBJV;FEM	o1	आराम की हों	आराम किई हों
आराम करना	V;3;SG;PRF;LGSPEC3;FEM	o1	आराम की होगी	आराम किई होगी
आराम करना	V;3;SG;PRF;LGSPEC4;FEM	o1	आराम की होती	आराम किई होती
आराम करना	V;3;SG;PRF;PRS;FEM	o1	आराम की है	आराम किई है
आराम करना	V;3;SG;PRF;PST;FEM	o1	आराम की थी	आराम किई थी
आराम करना	V;3;SG;PRF;SBJV;FEM	o1	आराम की हो	आराम किई हो
आश्चर्य करना	V;1;PL;PRF;LGSPEC3;FEM	o1	आश्चर्य की होंगी	आश्चर्य किई होंगी
आश्चर्य करना	V;1;PL;PRF;LGSPEC4;FEM	o1	आश्चर्य की होती	आश्चर्य किई होती
आश्चर्य करना	V;1;PL;PRF;PRS;FEM	o1	आश्चर्य की हैं	आश्चर्य किई हैं
आश्चर्य करना	V;1;PL;PRF;PST;FEM	o1	आश्चर्य की थी	आश्चर्य किई थी
आश्चर्य करना	V;1;PL;PRF;SBJV;FEM	o1	आश्चर्य की हों	आश्चर्य किई हों
आश्चर्य करना	V;1;SG;PRF;LGSPEC3;FEM	o1	आश्चर्य की हूंगी	आश्चर्य किई हूंगी
आश्चर्य करना	V;1;SG;PRF;LGSPEC4;FEM	o1	आश्चर्य की होती	आश्चर्य किई होती
आश्चर्य करना	V;1;SG;PRF;PRS;FEM	o1	आश्चर्य की हूं	आश्चर्य किई हूं
आश्चर्य करना	V;1;SG;PRF;PST;FEM	o1	आश्चर्य की थी	आश्चर्य किई थी
आश्चर्य करना	V;1;SG;PRF;SBJV;FEM	o1	आश्चर्य की हूं	आश्चर्य किई हूं
आश्चर्य करना	V;2;PL;PRF;LGSPEC3;FEM	o1	आश्चर्य की होगी	आश्चर्य किई होगी
आश्चर्य करना	V;2;PL;PRF;PRS;FEM	o1	आश्चर्य की हो	आश्चर्य किई हो
आश्चर्य करना	V;2;PL;PRF;SBJV;FEM	o1	आश्चर्य की हो	आश्चर्य किई हो
आश्चर्य करना	V;2;SG;PRF;LGSPEC3;FEM	o1	आश्चर्य की होगी	आश्चर्य किई होगी
आश्चर्य करना	V;2;SG;PRF;LGSPEC4;FEM	o1	आश्चर्य की होती	आश्चर्य किई होती
आश्चर्य करना	V;2;SG;PRF;PRS;FEM	o1	आश्चर्य की है	आश्चर्य किई है
आश्चर्य करना	V;2;SG;PRF;PST;FEM	o1	आश्चर्य की थी	आश्चर्य किई थी
आश्चर्य करना	V;2;SG;PRF;SBJV;FEM	o1	आश्चर्य की हो	आश्चर्य किई हो
आश्चर्य करना	V;3;PL;PRF;LGSPEC3;FEM	o1	आश्चर्य की होंगी	आश्चर्य किई होंगी
आश्चर्य करना	V;3;PL;PRF;LGSPEC4;FEM	o1	आश्चर्य की होती	आश्चर्य किई होती
आश्चर्य करना	V;3;PL;PRF;PRS;FEM	o1	आश्चर्य की हैं	आश्चर्य किई हैं
आश्चर्य करना	V;3;PL;PRF;PST;FEM	o1	आश्चर्य की थी	आश्चर्य किई थी
आश्चर्य करना	V;3;PL;PRF;SBJV;FEM	o1	आश्चर्य की हों	आश्चर्य किई हों
आश्चर्य करना	V;3;SG;PRF;LGSPEC3;FEM	o1	आश्चर्य की होगी	आश्चर्य किई होगी
आश्चर्य करना	V;3;SG;PRF;LGSPEC4;FEM	o1	आश्चर्य की होती	आश्चर्य किई होती
आश्चर्य करना	V;3;SG;PRF;PRS;FEM	o1	आश्चर्य की है	आश्चर्य किई है
आश्चर्य करना	V;3;SG;PRF;PST;FEM	o1	आश्चर्य की थी	आश्चर्य किई थी
आश्चर्य करना	V;3;SG;PRF;SBJV;FEM	o1	आश्चर्य की हो	आश्चर्य किई हो
इंतज़ार करना	V;1;PL;PRF;LGSPEC3;FEM	o1	इंतज़ार की होंगी	इंतज़ार किई होंगी
इंतज़ार करना	V;1;PL;PRF;LGSPEC4;FEM	o1	इंतज़ार की होती	इंतज़ार किई होती
इंतज़ार करना	V;1;PL;PRF;PRS;FEM	o1	इंतज़ार की हैं	इंतज़ार किई हैं
इंतज़ार करना	V;1;PL;PRF;PST;FEM	o1	इंतज़ार की थी	इंतज़ार किई थी
इंतज़ार करना	V;1;PL;PRF;SBJV;FEM	o1	इंतज़ार की हों	इंतज़ार किई हों
इंतज़ार करना	V;1;SG;PRF;LGSPEC3;FEM	o1	इंतज़ार की हूंगी	इंतज़ार किई हूंगी
इंतज़ार करना	V;1;SG;PRF;LGSPEC4;FEM	o1	इंतज़ार की होती	इंतज़ार किई होती
इंतज़ार करना	V;1;SG;PRF;PRS;FEM	o1	इंतज़ार की हूं	इंतज़ार किई हूं
इंतज़ार करना	V;1;SG;PRF;PST;FEM	o1	इंतज़ार की थी	इंतज़ार किई थी
इंतज़ार करना	V;1;SG;PRF;SBJV;FEM	o1	इंतज़ार की हूं	इंतज़ार किई हूं
इंतज़ार करना	V;2;PL;PRF;LGSPEC3;FEM	o1	इंतज़ार की होगी	इंतज़ार किई होगी
इंतज़ार करना	V;2;PL;PRF;PRS;FEM	o1	इंतज़ार की हो	इंतज़ार किई हो
इंतज़ार करना	V;2;PL;PRF;SBJV;FEM	o1	इंतज़ार की हो	इंतज़ार किई हो
इंतज़ार करना	V;2;SG;PRF;LGSPEC3;FEM	o1	इंतज़ार की होगी	इंतज़ार किई होगी
इंतज़ार करना	V;2;SG;PRF;LGSPEC4;FEM	o1	इंतज़ार की होती	इंतज़ार किई होती
इंतज़ार करना	V;2;SG;PRF;PRS;FEM	o1	इंतज़ार की है	इंतज़ार किई है
इंतज़ार करना	V;2;SG;PRF;PST;FEM	o1	इंतज़ार की थी	इंतज़ार किई थी
इंतज़ार करना	V;2;SG;PRF;SBJV;FEM	o1	इंतज़ार की हो	इंतज़ार किई हो
इंतज़ार करना	V;3;PL;PRF;LGSPEC3;FEM	o1	इंतज़ार की होंगी	इंतज़ार किई होंगी
इंतज़ार करना	V;3;PL;PRF;LGSPEC4;FEM	o1	इंतज़ार की होती	इंतज़ार किई होती
इंतज़ार करना	V;3;PL;PRF;PRS;FEM	o1	इंतज़ार की हैं	इंतज़ार किई हैं
इंतज़ार करना	V;3;PL;PRF;PST;FEM	o1	इंतज़ार की थी	इंतज़ार किई थी
इंतज़ार करना	V;3;PL;PRF;SBJV;FEM	o1	इंतज़ार की हों	इंतज़ार किई हों
इंतज़ार करना	V;3;SG;PRF;LGSPEC3;FEM	o1	इंतज़ार की होगी	इंतज़ार किई होगी
इंतज़ार करना	V;3;SG;PRF;LGSPEC4;FEM	o1	इंतज़ार की होती	इंतज़ार किई होती
इंतज़ार करना	V;3;SG;PRF;PRS;FEM	o1	इंतज़ार की है	इंतज़ार किई है
इंतज़ार करना	V;3;SG;PRF;PST;FEM	o1	इंतज़ार की थी	इंतज़ार किई थी
इंतज़ार करना	V;3;SG;PRF;SBJV;FEM	o1	इंतज़ार की हो	इंतज़ार किई हो
इनकार करना	V;1;PL;PRF;LGSPEC3;FEM	o1	इनकार की होंगी	इनकार किई होंगी
इनकार करना	V;1;PL;PRF;LGSPEC4;FEM	o1	इनकार की होती	इनकार किई होती
इनकार करना	V;1;PL;PRF;PRS;FEM	o1	इनकार की हैं	इनकार किई हैं
इनकार करना	V;1;PL;PRF;PST;FEM	o1	इनकार की थी	इनकार किई थी
इनकार करना	V;1;PL;PRF;SBJV;FEM	o1	इनकार की हों	इनकार किई हों
इनकार करना	V;1;SG;PRF;LGSPEC3;FEM	o1	इनकार की हूंगी	इनकार किई हूंगी
इनकार करना	V;1;SG;PRF;LGSPEC4;FEM	o1	इनकार की होती	इनकार किई होती
इनकार करना	V;1;SG;PRF;PRS;FEM	o1	इनकार की हूं	इनकार किई हूं
इनकार करना	V;1;SG;PRF;PST;FEM	o1	इनकार की थी	इनकार किई थी
इनकार करना	V;1;SG;PRF;SBJV;FEM	o1	इनकार की हूं	इनकार किई हूं
इनकार करना	V;2;PL;PRF;LGSPEC3;FEM	o1	इनकार की होगी	इनकार किई होगी
इनकार करना	V;2;PL;PRF;PRS;FEM	o1	इनकार की हो	इनकार किई हो
इनकार करना	V;2;PL;PRF;SBJV;FEM	o1	इनकार की हो	इनकार किई हो
इनकार करना	V;2;SG;PRF;LGSPEC3;FEM	o1	इनकार की होगी	इनकार किई होगी
इनकार करना	V;2;SG;PRF;LGSPEC4;FEM	o1	इनकार की होती	इनकार किई होती
इनकार करना	V;2;SG;PRF;PRS;FEM	o1	इनकार की है	इनकार किई है
इनकार करना	V;2;SG;PRF;PST;FEM	o1	इनकार की थी	इनकार किई थी
इनकार करना	V;2;SG;PRF;SBJV;FEM	o1	इनकार की हो	इनकार किई हो
इनकार करना	V;3;PL;PRF;LGSPEC3;FEM	o1	इनकार की होंगी	इनकार किई होंगी
इनकार करना	V;3;PL;PRF;LGSPEC4;FEM	o1	इनकार की होती	इनकार किई होती
इनकार करना	V;3;PL;PRF;PRS;FEM	o1	इनकार की हैं	इनकार किई हैं
इनकार करना	V;3;PL;PRF;PST;FEM	o1	इनकार की थी	इनकार किई थी
इनकार करना	V;3;PL;PRF;SBJV;FEM	o1	इनकार की हों	इनकार किई हों
इनकार करना	V;3;SG;PRF;LGSPEC3;FEM	o1	इनकार की होगी	इनकार किई होगी
इनकार करना	V;3;SG;PRF;LGSPEC4;FEM	o1	इनकार की होती	इनकार किई होती
इनकार करना	V;3;SG;PRF;PRS;FEM	o1	इनकार की है	इनकार किई है
इनकार करना	V;3;SG;PRF;PST;FEM	o1	इनकार की थी	इनकार किई थी
इनकार करना	V;3;SG;PRF;SBJV;FEM	o1	इनकार की हो	इनकार किई हो
इलाज करना	V;1;PL;PRF;LGSPEC3;FEM	o1	इलाज की होंगी	इलाज किई होंगी
इलाज करना	V;1;PL;PRF;LGSPEC4;FEM	o1	इलाज की होती	इलाज किई होती
इलाज करना	V;1;PL;PRF;PRS;FEM	o1	इलाज की हैं	इलाज किई हैं
इलाज करना	V;1;PL;PRF;PST;FEM	o1	इलाज की थी	इलाज किई थी
इलाज करना	V;1;PL;PRF;SBJV;FEM	o1	इलाज की हों	इलाज किई हों
इलाज करना	V;1;SG;PRF;LGSPEC3;FEM	o1	इलाज की हूंगी	इलाज किई हूंगी
इलाज करना	V;1;SG;PRF;LGSPEC4;FEM	o1	इलाज की होती	इलाज किई होती
इलाज करना	V;1;SG;PRF;PRS;FEM	o1	इलाज की हूं	इलाज किई हूं
इलाज करना	V;1;SG;PRF;PST;FEM	o1	इलाज की थी	इलाज किई थी
इलाज करना	V;1;SG;PRF;SBJV;FEM	o1	इलाज की हूं	इलाज किई हूं
इलाज करना	V;2;PL;PRF;LGSPEC3;FEM	o1	इलाज की होगी	इलाज किई होगी
इलाज करना	V;2;PL;PRF;PRS;FEM	o1	इलाज की हो	इलाज किई हो
इलाज करना	V;2;PL;PRF;SBJV;FEM	o1	इलाज की हो	इलाज किई हो
इलाज करना	V;2;SG;PRF;LGSPEC3;FEM	o1	इलाज की होगी	इलाज किई होगी
इलाज करना	V;2;SG;PRF;LGSPEC4;FEM	o1	इलाज की होती	इलाज किई होती
इलाज करना	V;2;SG;PRF;PRS;FEM	o1	इलाज की है	इलाज किई है
इलाज करना	V;2;SG;PRF;PST;FEM	o1	इलाज की थी	इलाज किई थी
इलाज करना	V;2;SG;PRF;SBJV;FEM	o1	इलाज की हो	इलाज किई हो
इलाज करना	V;3;PL;PRF;LGSPEC3;FEM	o1	इलाज की होंगी	इलाज किई होंगी
इलाज करना	V;3;PL;PRF;LGSPEC4;FEM	o1	इलाज की होती	इलाज किई होती
इलाज करना	V;3;PL;PRF;PRS;FEM	o1	इलाज की हैं	इलाज किई हैं
इलाज करना	V;3;PL;PRF;PST;FEM	o1	इलाज की थी	इलाज किई थी
इलाज करना	V;3;PL;PRF;SBJV;FEM	o1	इलाज की हों	इलाज किई हों
इलाज करना	V;3;SG;PRF;LGSPEC3;FEM	o1	इलाज की होगी	इलाज किई होगी
इलाज करना	V;3;SG;PRF;LGSPEC4;FEM	o1	इलाज की होती	इलाज किई होती
इलाज करना	V;3;SG;PRF;PRS;FEM	o1	इलाज की है	इलाज किई है
इलाज करना	V;3;SG;PRF;PST;FEM	o1	इलाज की थी	इलाज किई थी
इलाज करना	V;3;SG;PRF;SBJV;FEM	o1	इलाज की हो	इलाज किई हो
इस्तेमाल करना	V;1;PL;PRF;LGSPEC3;FEM	o1	इस्तेमाल की होंगी	इस्तेमाल किई होंगी
इस्तेमाल करना	V;1;PL;PRF;LGSPEC4;FEM	o1	इस्तेमाल की होती	इस्तेमाल किई होती
इस्तेमाल करना	V;1;PL;PRF;PRS;FEM	o1	इस्तेमाल की हैं	इस्तेमाल किई हैं
इस्तेमाल करना	V;1;PL;PRF;PST;FEM	o1	इस्तेमाल की थी	इस्तेमाल किई थी
इस्तेमाल करना	V;1;PL;PRF;SBJV;FEM	o1	इस्तेमाल की हों	इस्तेमाल किई हों
इस्तेमाल करना	V;1;SG;PRF;LGSPEC3;FEM	o1	इस्तेमाल की हूंगी	इस्तेमाल किई हूंगी
इस्तेमाल करना	V;1;SG;PRF;LGSPEC4;FEM	o1	इस्तेमाल की होती	इस्तेमाल किई होती
इस्तेमाल करना	V;1;SG;PRF;PRS;FEM	o1	इस्तेमाल की हूं	इस्तेमाल किई हूं
इस्तेमाल करना	V;1;SG;PRF;PST;FEM	o1	इस्तेमाल की थी	इस्तेमाल किई थी
इस्तेमाल करना	V;1;SG;PRF;SBJV;FEM	o1	इस्तेमाल की हूं	इस्तेमाल किई हूं
इस्तेमाल करना	V;2;PL;PRF;LGSPEC3;FEM	o1	इस्तेमाल की होगी	इस्तेमाल किई होगी
इस्तेमाल करना	V;2;PL;PRF;PRS;FEM	o1	इस्तेमाल की हो	इस्तेमाल किई हो
इस्तेमाल करना	V;2;PL;PRF;SBJV;FEM	o1	इस्तेमाल की हो	इस्तेमाल किई हो
इस्तेमाल करना	V;2;SG;PRF;LGSPEC3;FEM	o1	इस्तेमाल की होगी	इस्तेमाल किई होगी
इस्तेमाल करना	V;2;SG;PRF;LGSPEC4;FEM	o1	इस्तेमाल की होती	इस्तेमाल किई होती
इस्तेमाल करना	V;2;SG;PRF;PRS;FEM	o1	इस्तेमाल की है	इस्तेमाल किई है
इस्तेमाल करना	V;2;SG;PRF;PST;FEM	o1	इस्तेमाल की थी	इस्तेमाल किई थी
इस्तेमाल करना	V;2;SG;PRF;SBJV;FEM	o1	इस्तेमाल की हो	इस्तेमाल किई हो
इस्तेमाल करना	V;3;PL;PRF;LGSPEC3;FEM	o1	इस्तेमाल की होंगी	इस्तेमाल किई होंगी
इस्तेमाल करना	V;3;PL;PRF;LGSPEC4;FEM	o1	इस्तेमाल की होती	इस्तेमाल किई होती
इस्तेमाल करना	V;3;PL;PRF;PRS;FEM	o1	इस्तेमाल की हैं	इस्तेमाल किई हैं
इस्तेमाल करना	V;3;PL;PRF;PST;FEM	o1	इस्तेमाल की थी	इस्तेमाल किई थी
इस्तेमाल करना	V;3;PL;PRF;SBJV;FEM	o1	इस्तेमाल की हों	इस्तेमाल किई हों
इस्तेमाल करना	V;3;SG;PRF;LGSPEC3;FEM	o1	इस्तेमाल की होगी	इस्तेमाल किई होगी
इस्तेमाल करना	V;3;SG;PRF;LGSPEC4;FEM	o1	इस्तेमाल की होती	इस्तेमाल किई होती
इस्तेमाल करना	V;3;SG;PRF;PRS;FEM	o1	इस्तेमाल की है	इस्तेमाल किई है
इस्तेमाल करना	V;3;SG;PRF;PST;FEM	o1	इस्तेमाल की थी	इस्तेमाल किई थी
इस्तेमाल करना	V;3;SG;PRF;SBJV;FEM	o1	इस्तेमाल की हो	इस्तेमाल किई हो
उठाना	V;1;PL;PRF;LGSPEC3;FEM	o1	उठाई होंगी	उठाी होंगी
उठाना	V;1;PL;PRF;LGSPEC3;MASC	o1	उठाए होंगे	उठाे होंगे
उठाना	V;1;PL;PRF;LGSPEC4;FEM	o1	उठाई होती	उठाी होती
उठाना	V;1;PL;PRF;LGSPEC4;MASC	o1	उठाए होते	उठाे होते
उठाना	V;1;PL;PRF;PRS;FEM	o1	उठाई हैं	उठाी हैं
उठाना	V;1;PL;PRF;PRS;MASC	o1	उठाए हैं	उठाे हैं
उठाना	V;1;PL;PRF;PST;FEM	o1	उठाई थी	उठाी थी
उठाना	V;1;PL;PRF;PST;MASC	o1	उठाए थे	उठाे थे
उठाना	V;1;PL;PRF;SBJV;FEM	o1	उठाई हों	उठाी हों
उठाना	V;1;PL;PRF;SBJV;MASC	o1	उठाए हों	उठाे हों
उठाना	V;1;PL;SBJV	o1	उठाएं	उठाें
उठाना	V;1;PL;SBJV;FEM	o1	उठाएंगी	उठाेंगी
उठाना	V;1;PL;SBJV;MASC	o1	उठाएंगे	उठाेंगे
उठाना	V;1;SG;PRF;LGSPEC3;FEM	o1	उठाई हूंगी	उठाी हूंगी
उठाना	V;1;SG;PRF;LGSPEC3;MASC	o1	उठाया हूंगा	उठाा हूंगा
उठाना	V;1;SG;PRF;LGSPEC4;FEM	o1	उठाई होती	उठाी होती
उठाना	V;1;SG;PRF;LGSPEC4;MASC	o1	उठाया होता	उठाा होता
उठाना	V;1;SG;PRF;PRS;FEM	o1	उठाई हूं	उठाी हूं
उठाना	V;1;SG;PRF;PRS;MASC	o1	उठाया हूं	उठाा हूं
उठाना	V;1;SG;PRF;PST;FEM	o1	उठाई थी	उठाी थी
उठाना	V;1;SG;PRF;PST;MASC	o1	उठाया था	उठाा था
उठाना	V;1;SG;PRF;SBJV;FEM	o1	उठाई हूं	उठाी हूं
उठाना	V;1;SG;PRF;SBJV;MASC	o1	उठाया हूं	उठाा हूं
उठाना	V;1;SG;SBJV	o1	उठाऊं	उठाूं
उठाना	V;1;SG;SBJV;FEM	o1	उठाऊंगी	उठाूंगी
उठाना	V;1;SG;SBJV;MASC	o1	उठाऊंगा	उठाूंगा
उठाना	V;2;PL;IMP;FORM	o1	उठाइए	उठािए
उठाना	V;2;PL;PRF;LGSPEC3;FEM	o1	उठाई होगी	उठाी होगी
उठाना	V;2;PL;PRF;LGSPEC3;MASC	o1	उठाए होगे	उठाे होगे
उठाना	V;2;PL;PRF;LGSPEC4;MASC	o1	उठाए होते	उठाे होते
उठाना	V;2;PL;PRF;PRS;FEM	o1	उठाई हो	उठाी हो
उठाना	V;2;PL;PRF;PRS;MASC	o1	उठाए हो	उठाे हो
उठाना	V;2;PL;PRF;PST;MASC	o1	उठाए थे	उठाे थे
उठाना	V;2;PL;PRF;SBJV;FEM	o1	उठाई हो	उठाी हो
उठाना	V;2;PL;PRF;SBJV;MASC	o1	उठाए हो	उठाे हो
उठाना	V;2;PL;SBJV	o1	उठाओ	उठाो
उठाना	V;2;PL;SBJV;FEM	o1	उठाओगी	उठाोगी
उठाना	V;2;PL;SBJV;MASC	o1	उठाओगे	उठाोगे
उठाना	V;2;SG;IMP;FORM	o1	उठाओ	उठाो
उठाना	V;2;SG;PRF;LGSPEC3;FEM	o1	उठाई होगी	उठाी होगी
उठाना	V;2;SG;PRF;LGSPEC3;MASC	o1	उठाया होगा	उठाा होगा
उठाना	V;2;SG;PRF;LGSPEC4;FEM	o1	उठाई होती	उठाी होती
उठाना	V;2;SG;PRF;LGSPEC4;MASC	o1	उठाया होता	उठाा होता
उठाना	V;2;SG;PRF;PRS;FEM	o1	उठाई है	उठाी है
उठाना	V;2;SG;PRF;PRS;MASC	o1	उठाया है	उठाा है
उठाना	V;2;SG;PRF;PST;FEM	o1	उठाई थी	उठाी थी
उठाना	V;2;SG;PRF;PST;MASC	o1	उठाया था	उठाा था
उठाना	V;2;SG;PRF;SBJV;FEM	o1	उठाई हो	उठाी हो
उठाना	V;2;SG;PRF;SBJV;MASC	o1	उठाया हो	उठाा हो
उठाना	V;2;SG;SBJV	o1	उठाए	उठाे
उठाना	V;2;SG;SBJV;FEM	o1	उठाएगी	उठाेगी
उठाना	V;2;SG;SBJV;MASC	o1	उठाएगा	उठाेगा
उठाना	V;3;PL;PRF;LGSPEC3;FEM	o1	उठाई होंगी	उठाी होंगी
उठाना	V;3;PL;PRF;LGSPEC3;MASC	o1	उठाए होंगे	उठाे होंगे
उठाना	V;3;PL;PRF;LGSPEC4;FEM	o1	उठाई होती	उठाी होती
उठाना	V;3;PL;PRF;LGSPEC4;MASC	o1	उठाए होते	उठाे होते
उठाना	V;3;PL;PRF;PRS;FEM	o1	उठाई हैं	उठाी हैं
उठाना	V;3;PL;PRF;PRS;MASC	o1	उठाए हैं	उठाे हैं
उठाना	V;3;PL;PRF;PST;FEM	o1	उठाई थी	उठाी थी
उठाना	V;3;PL;PRF;PST;MASC	o1	उठाए थे	उठाे थे
उठाना	V;3;PL;PRF;SBJV;FEM	o1	उठाई हों	उठाी हों
उठाना	V;3;PL;PRF;SBJV;MASC	o1	उठाए हों	उठाे हों
उठाना	V;3;PL;SBJV	o1	उठाएं	उठाें
उठाना	V;3;PL;SBJV;FEM	o1	उठाएंगी	उठाेंगी
उठाना	V;3;PL;SBJV;MASC	o1	उठाएंगे	उठाेंगे
उठाना	V;3;SG;PRF;LGSPEC3;FEM	o1	उठाई होगी	उठाी होगी
उठाना	V;3;SG;PRF;LGSPEC3;MASC	o1	उठाया होगा	उठाा होगा
